type,area,neighborhood,latitude,longitude,age,floor,bedrooms,price,sqmprice,zone,street,elevator,parking,storage,yard,balcony,reconstructed
0,52.0,18,36.27278,59.60273,5.0,3.0,1.0,3000000000,57692307.0,8.0,31,1,1,1,0,0,0
0,137.0,17,36.310604816622615,59.50447669120178,5.0,4.0,3.0,5000000000,36496350.0,9.0,229,1,1,1,0,0,1
0,111.0,1,36.3737765,59.47582,9.0,2.0,2.0,2900000000,26126126.0,12.0,29,1,1,1,0,0,0
0,114.0,6,36.31724402357477,59.57023857746468,17.0,3.0,2.0,5472000000,48000000.0,1.0,127,1,1,1,0,0,1
0,170.0,11,36.31803637201696,59.55147485505697,1.0,2.0,3.0,13500000000,79411764.0,1.0,116,1,1,1,0,0,0
1,250.0,0,36.32754,59.52752,17.0,0.0,3.0,17000000000,68000000.0,11.0,7,0,1,1,0,1,0
0,240.0,10,36.31525603250135,59.52550015586471,0.0,3.0,3.0,20500000000,85416666.0,9.0,42,1,1,1,0,0,0
0,80.0,3,36.36002,59.5174,10.0,2.0,2.0,1700000000,21250000.0,10.0,178,0,0,0,0,0,0
0,280.0,11,36.30755,59.55221,0.0,1.0,3.0,28000000000,100000000.0,1.0,197,1,1,1,0,0,0
0,230.0,2,36.34112770310227,59.47051705738161,0.0,6.0,3.0,11500000000,50000000.0,11.0,162,1,1,1,0,0,0
0,68.0,10,36.29008578096397,59.50294589843005,5.0,1.0,1.0,1800000000,26470588.0,9.0,118,0,0,0,0,0,0
0,154.0,9,36.29725,59.63997,1.0,1.0,3.0,3850000000,25000000.0,4.0,38,1,1,1,1,0,0
0,50.0,20,36.34125,59.57177,2.0,3.0,1.0,850000000,17000000.0,2.0,262,0,0,0,0,0,0
0,100.0,20,36.34125,59.57177,0.0,5.0,2.0,900000000,9000000.0,2.0,262,1,0,1,0,0,0
0,65.0,3,36.351273,59.46796,1.0,0.0,1.0,650000000,10000000.0,10.0,178,0,0,1,0,0,1
0,94.0,1,36.3737765,59.47582,6.0,1.0,2.0,3000000000,31914893.0,12.0,29,1,1,1,0,0,0
0,50.0,5,36.33234062414125,59.48554209952649,11.0,1.0,1.0,850000000,17000000.0,9.0,150,0,0,0,0,0,0
0,1000.0,18,36.27278,59.60273,0.0,6.0,5.0,70000000000,70000000.0,8.0,31,1,1,1,1,0,1
0,180.0,1,36.3737765,59.47582,0.0,2.0,3.0,6300000000,35000000.0,12.0,29,1,1,1,0,0,0
0,178.0,2,36.33183891914909,59.50350991234309,0.0,2.0,3.0,10680000000,60000000.0,11.0,91,1,1,1,0,0,0
0,95.0,18,36.2728,59.603497,0.0,4.0,2.0,6175000000,65000000.0,8.0,31,1,1,1,0,0,0
1,250.0,0,36.32855,59.51339,25.0,0.0,5.0,16000000000,64000000.0,11.0,168,0,1,1,0,1,0
1,90.0,18,36.27278,59.60273,2.0,0.0,2.0,3200000000,35555555.0,8.0,31,0,0,1,0,1,0
0,85.0,1,36.3737765,59.47582,5.0,3.0,2.0,2900000000,34117647.0,12.0,29,1,1,1,0,0,0
0,120.0,7,36.30176,59.58274,17.0,3.0,3.0,8500000000,70833333.0,1.0,123,0,0,0,0,0,0
0,85.0,5,36.33234062414125,59.48554209952649,10.0,3.0,2.0,2650000000,31176470.0,9.0,150,1,1,1,0,0,0
0,90.0,20,36.34125,59.57177,5.0,0.0,2.0,1600000000,17777777.0,2.0,262,0,0,0,1,0,1
0,192.0,8,36.29935,59.56544,3.0,1.0,3.0,8640000000,45000000.0,1.0,20,1,1,1,0,0,0
0,999.0,0,36.32754,59.52752,0.0,7.0,3.0,54500000000,54554554.0,11.0,7,1,1,1,0,0,0
0,160.0,10,36.29674203548248,59.539349084189496,8.0,1.0,3.0,7000000000,43750000.0,9.0,109,0,0,0,0,0,0
0,95.0,18,36.2881,59.6006,6.0,1.0,2.0,4550000000,47894736.0,8.0,49,1,1,1,0,0,1
0,97.0,1,36.3737765,59.47582,7.0,4.0,2.0,3000000000,30927835.0,12.0,29,1,1,1,0,0,1
0,135.0,16,36.31845,59.58768,0.0,5.0,2.0,1450000000,10740740.0,2.0,18,1,0,1,0,0,0
1,50.0,12,36.26528,59.60926,12.0,0.0,2.0,800000000,16000000.0,7.0,259,0,0,1,0,1,1
0,158.0,1,36.37671164297,59.467845999109,2.0,4.0,3.0,5370000000,33987341.0,12.0,29,1,1,1,0,0,0
1,275.0,17,36.31381112631327,59.50007725445739,20.0,0.0,5.0,16000000000,58181818.0,9.0,234,0,1,0,0,1,0
0,230.0,1,36.36777,59.48477,0.0,5.0,4.0,10100000000,43913043.0,12.0,29,1,1,1,0,0,0
0,89.0,1,36.36637059332073,59.46645764342156,3.0,4.0,2.0,3190000000,35842696.0,12.0,184,0,0,0,0,0,0
0,200.0,16,36.31631,59.60839,0.0,1.0,3.0,6550000000,32750000.0,2.0,192,1,1,1,0,0,0
0,155.0,17,36.310604816622615,59.50447669120178,7.0,4.0,3.0,6400000000,41290322.0,9.0,229,1,1,1,0,0,1
0,200.0,18,36.2881,59.6006,0.0,3.0,3.0,10000000000,50000000.0,8.0,49,1,1,1,0,0,0
0,240.0,17,36.31217,59.493202,0.0,2.0,3.0,10320000000,43000000.0,9.0,232,1,1,1,0,0,0
1,192.0,3,36.36002,59.5174,17.0,0.0,2.0,7000000000,36458333.0,10.0,178,0,1,1,0,1,1
0,125.0,0,36.336536,59.522335,0.0,4.0,3.0,5375000000,43000000.0,11.0,168,1,1,1,0,1,0
0,133.0,17,36.310604816622615,59.50447669120178,0.0,5.0,3.0,6250000000,46992481.0,9.0,229,1,1,1,0,0,0
0,78.0,16,36.31631,59.60839,22.0,2.0,2.0,2500000000,32051282.0,2.0,192,0,0,0,0,0,0
0,97.0,10,36.289232968639965,59.53585985656534,16.0,2.0,2.0,4180000000,43092783.0,9.0,84,0,0,0,0,0,0
0,117.0,1,36.3737765,59.47582,1.0,2.0,2.0,4120000000,35213675.0,12.0,29,1,1,1,1,0,0
0,80.0,16,36.31845,59.58768,0.0,1.0,1.0,1050000000,13125000.0,2.0,18,0,0,0,0,0,0
0,72.0,3,36.359158,59.50925,20.0,2.0,1.0,1780000000,24722222.0,10.0,178,0,1,1,0,0,0
0,100.0,1,36.3737765,59.47582,7.0,1.0,2.0,3050000000,30500000.0,12.0,29,1,1,1,0,0,1
1,200.0,18,36.27278,59.60273,23.0,0.0,4.0,11000000000,55000000.0,8.0,31,0,1,1,0,1,1
0,94.0,1,36.3737765,59.47582,3.0,3.0,2.0,3243000000,34500000.0,12.0,29,1,1,1,0,0,0
0,185.0,17,36.310604816622615,59.50447669120178,7.0,1.0,3.0,10500000000,56756756.0,9.0,229,1,1,1,0,0,0
0,107.0,1,36.3737765,59.47582,0.0,2.0,2.0,3530000000,32990654.0,12.0,29,1,1,1,0,0,1
0,6100.0,18,36.27278,59.60273,0.0,12.0,5.0,650000000000,106557377.0,8.0,31,1,1,1,0,0,0
0,135.0,6,36.31594112617405,59.58007873853172,5.0,4.0,3.0,5720000000,42370370.0,1.0,179,1,1,1,0,0,0
0,200.0,8,36.29935,59.56544,3.0,3.0,3.0,14800000000,74000000.0,1.0,20,1,1,1,0,0,0
0,105.0,1,36.3737765,59.47582,3.0,2.0,2.0,3450000000,32857142.0,12.0,29,1,1,1,1,0,0
0,75.0,0,36.32855,59.51339,17.0,3.0,2.0,2500000000,33333333.0,11.0,168,0,1,1,0,0,1
0,75.0,5,36.33234062414125,59.48554209952649,17.0,1.0,2.0,2950000000,39333333.0,9.0,150,0,1,1,0,0,1
1,200.0,3,36.36002,59.5174,5.0,0.0,3.0,7200000000,36000000.0,10.0,178,0,1,1,0,1,1
0,232.0,1,36.3725,59.481155,0.0,5.0,3.0,9000000000,38793103.0,12.0,29,1,1,1,0,0,0
0,120.0,12,36.26528,59.60926,0.0,2.0,2.0,5300000000,44166666.0,7.0,259,1,1,1,0,0,0
1,320.0,8,36.2910848,59.5651861,18.0,0.0,4.0,16000000000,50000000.0,1.0,106,0,1,1,0,1,0
0,270.0,2,36.34112770310227,59.47051705738161,0.0,3.0,4.0,14300000000,52962962.0,11.0,162,1,1,1,0,0,0
1,218.0,3,36.36002,59.5174,22.0,0.0,2.0,9500000000,43577981.0,10.0,178,0,1,1,0,1,0
0,165.0,2,36.33183891914909,59.50350991234309,1.0,6.0,3.0,7850000000,47575757.0,11.0,91,1,1,1,0,0,0
0,120.0,1,36.3737765,59.47582,12.0,3.0,3.0,2900000000,24166666.0,12.0,29,0,1,1,0,0,0
0,53.0,14,36.32767,59.54838,14.0,0.0,2.0,2750000000,51886792.0,2.0,166,1,1,0,1,0,0
1,230.0,14,36.32767,59.54838,16.0,0.0,5.0,19000000000,82608695.0,2.0,166,0,1,1,0,1,1
0,160.0,2,36.339649125448,59.47462717565,0.0,3.0,3.0,8480000000,53000000.0,11.0,115,1,1,1,0,0,0
0,200.0,1,36.3737765,59.47582,0.0,5.0,3.0,7600000000,38000000.0,12.0,29,1,1,1,0,0,0
0,85.0,21,36.32321,59.62739,5.0,3.0,2.0,1100000000,12941176.0,3.0,152,0,0,0,0,0,0
0,155.0,8,36.29935,59.56544,0.0,2.0,3.0,11000000000,70967741.0,1.0,20,1,1,1,0,0,0
0,120.0,16,36.319557,59.595097,3.0,5.0,2.0,2580000000,21500000.0,2.0,192,1,1,1,0,0,0
1,250.0,8,36.29935,59.56544,27.0,0.0,5.0,31000000000,124000000.0,1.0,20,0,1,1,0,1,0
0,85.0,21,36.32321,59.62739,7.0,2.0,1.0,1300000000,15294117.0,3.0,152,0,1,1,0,0,1
0,106.0,17,36.328285,59.49347,15.0,2.0,2.0,4700000000,44339622.0,9.0,232,0,1,0,0,0,1
0,124.0,1,36.3737765,59.47582,0.0,2.0,2.0,3960000000,31935483.0,12.0,29,1,1,1,0,0,0
0,70.0,16,36.326877,59.619993,0.0,4.0,2.0,600000000,8571428.0,2.0,39,0,0,0,0,0,0
0,156.0,2,36.34112770310227,59.47051705738161,1.0,3.0,3.0,7800000000,50000000.0,11.0,162,1,1,1,0,0,0
0,110.0,3,36.36002,59.5174,0.0,3.0,2.0,3500000000,31818181.0,10.0,178,1,1,1,0,0,0
0,115.0,0,36.32855,59.51339,1.0,1.0,2.0,5200000000,45217391.0,11.0,168,1,1,1,0,0,0
0,95.0,16,36.32322,59.60662,0.0,1.0,2.0,1540000000,16210526.0,2.0,235,1,0,1,0,0,0
0,76.0,5,36.32676539888356,59.46392572398653,15.0,4.0,2.0,3600000000,47368421.0,9.0,44,1,1,1,0,0,1
0,90.0,5,36.32676539888356,59.46392572398653,12.0,1.0,2.0,3250000000,36111111.0,9.0,44,1,1,1,0,0,0
0,195.0,6,36.31724402357477,59.57023857746468,5.0,2.0,3.0,7900000000,40512820.0,1.0,127,1,1,1,0,0,0
0,72.0,1,36.3737765,59.47582,12.0,3.0,2.0,1700000000,23611111.0,12.0,29,0,1,1,0,0,1
0,180.0,18,36.27278,59.60273,0.0,3.0,3.0,16625000000,92361111.0,8.0,31,1,1,1,0,0,0
1,185.0,6,36.29994,59.57479,17.0,0.0,5.0,10500000000,56756756.0,1.0,256,0,1,1,0,1,1
1,130.0,16,36.31631,59.60839,25.0,0.0,3.0,3800000000,29230769.0,2.0,192,0,0,1,0,1,0
0,500.0,1,36.3737765,59.47582,0.0,5.0,2.0,18000000000,36000000.0,12.0,29,1,1,1,0,0,1
0,105.0,18,36.27278,59.60273,1.0,5.0,2.0,6825000000,65000000.0,8.0,31,1,1,1,0,0,0
0,40.0,1,36.3737765,59.47582,15.0,2.0,1.0,1130000000,28250000.0,12.0,29,0,1,1,0,0,0
0,106.0,1,36.38066723684211,59.484675580725245,4.0,1.0,2.0,3900000000,36792452.0,12.0,35,0,0,0,0,0,0
0,85.0,8,36.2910848,59.5651861,11.0,2.0,2.0,3800000000,44705882.0,1.0,106,1,1,1,0,0,1
0,100.0,6,36.30685,59.57511,6.0,3.0,2.0,3500000000,35000000.0,1.0,4,1,1,1,0,0,0
0,120.0,17,36.31978,59.49477,0.0,4.0,2.0,5000000000,41666666.0,9.0,232,1,1,1,0,0,0
0,110.0,1,36.3737765,59.47582,4.0,3.0,2.0,3350000000,30454545.0,12.0,29,1,1,1,0,0,0
0,300.0,11,36.31803637201696,59.55147485505697,4.0,4.0,3.0,24000000000,80000000.0,1.0,116,1,1,1,0,0,1
0,30.0,16,36.326877,59.619993,0.0,0.0,2.0,630000000,21000000.0,2.0,39,0,0,0,1,0,0
0,88.0,3,36.36002,59.5174,11.0,0.0,2.0,2900000000,32954545.0,10.0,178,0,1,1,1,0,1
0,90.0,17,36.310604816622615,59.50447669120178,17.0,0.0,2.0,3700000000,41111111.0,9.0,229,0,1,1,0,0,1
1,60.0,17,36.31978,59.49477,2.0,0.0,1.0,1550000000,25833333.0,9.0,232,0,0,1,0,1,0
0,75.0,8,36.29144109854233,59.57669685693421,21.0,3.0,2.0,3750000000,50000000.0,1.0,185,0,0,0,0,0,0
0,125.0,12,36.26528,59.60926,0.0,6.0,3.0,2950000000,23600000.0,7.0,259,1,1,0,0,0,0
1,65.0,21,36.30314,59.6338,1.0,0.0,1.0,1100000000,16923076.0,3.0,103,0,1,1,1,1,0
0,108.0,5,36.33290257322176,59.46998618148838,22.0,1.0,2.0,3450000000,31944444.0,9.0,27,0,1,0,1,0,1
0,154.0,17,36.310604816622615,59.50447669120178,14.0,1.0,3.0,4930000000,32012987.0,9.0,229,0,1,1,0,0,1
0,85.0,17,36.31978,59.49477,7.0,1.0,2.0,1550000000,18235294.0,9.0,232,0,0,1,0,0,0
0,81.0,10,36.29103,59.53786,18.0,3.0,2.0,3400000000,41975308.0,9.0,108,0,0,0,0,0,0
0,60.0,1,36.3737765,59.47582,14.0,3.0,1.0,1530000000,25500000.0,12.0,29,0,1,1,0,0,1
0,88.0,16,36.31631,59.60839,0.0,1.0,2.0,2100000000,23863636.0,2.0,192,1,1,1,0,0,0
0,97.0,1,36.383408,59.46939,6.0,1.0,2.0,2900000000,29896907.0,12.0,29,1,1,1,0,0,1
0,80.0,3,36.37877,59.52037,3.0,1.0,2.0,2200000000,27500000.0,10.0,189,0,0,0,0,0,0
0,93.0,1,36.3737765,59.47582,9.0,2.0,2.0,2890000000,31075268.0,12.0,29,1,1,1,0,0,0
0,155.0,17,36.310604816622615,59.50447669120178,0.0,4.0,3.0,9000000000,58064516.0,9.0,229,1,1,1,0,0,0
0,80.0,3,36.358044371449,59.506276845932,7.0,1.0,2.0,2800000000,35000000.0,10.0,170,0,0,0,0,0,0
0,85.0,10,36.29008578096397,59.50294589843005,9.0,5.0,2.0,2930000000,34470588.0,9.0,118,1,1,1,0,0,0
0,65.0,12,36.26528,59.60926,0.0,0.0,2.0,1400000000,21538461.0,7.0,259,0,0,0,0,0,0
0,75.0,18,36.27278,59.60273,14.0,2.0,2.0,2420000000,32266666.0,8.0,31,0,1,1,0,0,0
0,87.0,5,36.33234062414125,59.48554209952649,8.0,2.0,2.0,3550000000,40804597.0,9.0,150,1,1,1,0,0,0
0,215.0,11,36.31803637201696,59.55147485505697,12.0,4.0,3.0,12800000000,59534883.0,1.0,116,1,1,1,0,0,0
0,260.0,11,36.31803637201696,59.55147485505697,19.0,4.0,3.0,10800000000,41538461.0,1.0,116,1,1,1,0,0,0
0,75.0,12,36.26528,59.60926,8.0,3.0,1.0,1500000000,20000000.0,7.0,259,0,0,1,0,0,0
0,145.0,1,36.3737765,59.47582,0.0,3.0,3.0,6890000000,47517241.0,12.0,29,1,1,0,0,0,0
0,78.0,16,36.31631,59.60839,5.0,4.0,2.0,1300000000,16666666.0,2.0,192,0,0,1,0,0,0
0,70.0,21,36.30314,59.6338,13.0,0.0,1.0,1150000000,16428571.0,3.0,103,0,0,1,0,0,1
0,140.0,1,36.378484478799,59.468264579773,1.0,1.0,3.0,4985000000,35607142.0,12.0,29,1,1,1,0,0,1
0,90.0,0,36.32754,59.52752,12.0,0.0,2.0,3850000000,42777777.0,11.0,7,1,1,1,1,0,0
0,100.0,20,36.341094605249,59.574374946102,0.0,3.0,2.0,2700000000,27000000.0,2.0,262,1,1,1,0,0,0
0,50.0,3,36.36002,59.5174,10.0,0.0,1.0,825000000,16500000.0,10.0,178,0,0,1,0,0,1
0,150.0,20,36.34125,59.57177,0.0,6.0,3.0,3200000000,21333333.0,2.0,262,1,1,1,0,0,0
0,112.0,9,36.29603,59.6437,0.0,5.0,2.0,111111111,992063.0,4.0,196,1,1,1,0,0,0
0,112.0,18,36.27278,59.60273,1.0,5.0,2.0,6000000000,53571428.0,8.0,31,1,1,1,0,0,0
0,79.0,13,36.30177,59.60844,1.0,1.0,1.0,1500000000,18987341.0,2.0,153,0,0,0,0,0,0
0,155.0,0,36.32754,59.52752,0.0,3.0,3.0,6999000000,45154838.0,11.0,7,1,1,1,0,0,0
0,165.0,0,36.32754,59.52752,1.0,6.0,3.0,7500000000,45454545.0,11.0,7,1,1,1,0,0,0
0,110.0,18,36.2881,59.6006,14.0,3.0,2.0,3780000000,34363636.0,8.0,49,0,1,1,0,0,1
0,185.0,17,36.31381112631327,59.50007725445739,0.0,3.0,3.0,11500000000,62162162.0,9.0,234,1,1,1,0,1,0
0,85.0,5,36.33290257322176,59.46998618148838,12.0,3.0,2.0,3625000000,42647058.0,9.0,27,1,1,1,0,0,1
1,175.0,3,36.36002,59.5174,22.0,0.0,3.0,6000000000,34285714.0,10.0,178,0,1,1,0,1,1
0,80.0,0,36.33253731959872,59.52962756426422,12.0,3.0,2.0,3600000000,45000000.0,11.0,69,0,0,0,0,0,0
0,76.0,1,36.3737765,59.47582,10.0,1.0,2.0,2300000000,30263157.0,12.0,29,1,1,0,0,0,0
0,135.0,1,36.3737765,59.47582,0.0,2.0,3.0,4400000000,32592592.0,12.0,29,1,1,1,0,0,0
0,94.0,8,36.2910848,59.5651861,13.0,2.0,2.0,3520000000,37446808.0,1.0,106,0,1,1,0,0,1
0,90.0,7,36.30176,59.58274,12.0,3.0,2.0,4000000000,44444444.0,1.0,123,0,0,0,0,0,0
0,137.0,8,36.2910848,59.5651861,0.0,3.0,2.0,6260000000,45693430.0,1.0,106,1,1,1,0,0,0
0,83.0,9,36.29603,59.6437,8.0,2.0,1.0,2500000000,30120481.0,4.0,196,0,0,0,0,0,0
0,120.0,16,36.32581,59.58692,0.0,4.0,3.0,4440000000,37000000.0,2.0,204,1,1,1,0,0,0
1,250.0,7,36.30047,59.5678,26.0,0.0,5.0,21200000000,84800000.0,1.0,101,0,1,1,0,1,0
0,89.0,1,36.3737765,59.47582,6.0,4.0,2.0,2350000000,26404494.0,12.0,29,1,1,1,0,0,0
0,85.0,20,36.36025,59.57057,13.0,1.0,2.0,2500000000,29411764.0,2.0,50,0,0,0,0,0,0
0,50.0,1,36.3737765,59.47582,15.0,3.0,1.0,1270000000,25400000.0,12.0,29,0,1,1,0,0,0
0,170.0,9,36.29603,59.6437,13.0,3.0,3.0,4165000000,24500000.0,4.0,196,0,0,1,0,0,0
0,178.0,1,36.3737765,59.47582,1.0,1.0,3.0,5800000000,32584269.0,12.0,29,1,1,1,1,0,0
0,83.0,5,36.316162,59.477924,16.0,3.0,2.0,3420000000,41204819.0,9.0,150,1,1,1,0,0,1
0,60.0,16,36.31845,59.58768,0.0,2.0,1.0,1300000000,21666666.0,2.0,18,0,0,0,0,0,0
0,108.0,3,36.36002,59.5174,1.0,3.0,2.0,3500000000,32407407.0,10.0,178,1,1,1,0,0,0
0,104.0,8,36.2910848,59.5651861,15.0,2.0,2.0,4200000000,40384615.0,1.0,106,0,1,1,0,0,1
0,75.0,10,36.29008578096397,59.50294589843005,12.0,2.0,1.0,2800000000,37333333.0,9.0,118,1,1,1,0,0,0
1,115.0,17,36.30632229765302,59.50754560098833,30.0,0.0,1.0,6500000000,56521739.0,9.0,257,0,1,1,1,1,1
0,75.0,8,36.2910848,59.5651861,22.0,2.0,2.0,2900000000,38666666.0,1.0,106,0,1,1,0,0,0
1,250.0,18,36.27736,59.598446,30.0,0.0,5.0,16000000000,64000000.0,8.0,31,0,1,1,0,1,0
0,130.0,2,36.33183891914909,59.50350991234309,0.0,3.0,3.0,7200000000,55384615.0,11.0,91,1,1,1,0,0,0
0,65.0,16,36.31631,59.60839,6.0,3.0,2.0,2050000000,31538461.0,2.0,192,0,0,1,0,0,1
0,140.0,1,36.3737765,59.47582,0.0,5.0,3.0,4340000000,31000000.0,12.0,29,1,1,1,0,0,0
0,75.0,5,36.32676539888356,59.46392572398653,14.0,1.0,2.0,3000000000,40000000.0,9.0,44,1,1,1,0,0,0
0,140.0,12,36.26528,59.60926,11.0,1.0,2.0,8000000000,57142857.0,7.0,259,0,1,1,0,0,0
0,137.0,10,36.29008578096397,59.50294589843005,7.0,4.0,3.0,5600000000,40875912.0,9.0,118,0,0,0,0,0,0
0,116.0,1,36.371048,59.468594,1.0,2.0,2.0,3950000000,34051724.0,12.0,29,1,1,1,0,0,0
0,77.0,3,36.36002,59.5174,13.0,2.0,2.0,2330000000,30259740.0,10.0,178,0,1,1,0,0,1
0,103.0,1,36.3737765,59.47582,6.0,1.0,2.0,3120000000,30291262.0,12.0,29,1,1,1,0,1,0
0,100.0,1,36.3737765,59.47582,0.0,5.0,2.0,1500000000,15000000.0,12.0,29,1,1,1,0,0,0
0,85.0,1,36.3737765,59.47582,7.0,2.0,2.0,2600000000,30588235.0,12.0,29,1,1,1,0,0,0
0,170.0,0,36.32754,59.52752,0.0,2.0,3.0,9180000000,54000000.0,11.0,7,1,1,1,0,0,0
0,165.0,0,36.32855,59.51339,0.0,1.0,3.0,6800000000,41212121.0,11.0,168,1,1,1,0,0,0
0,105.0,1,36.3737765,59.47582,2.0,1.0,2.0,3832500000,36500000.0,12.0,29,1,1,1,0,0,0
0,126.0,1,36.371227,59.484802,0.0,2.0,2.0,4158000000,33000000.0,12.0,29,1,1,1,0,0,0
0,155.0,11,36.32062,59.554604,18.0,3.0,3.0,8200000000,52903225.0,1.0,116,1,1,1,0,0,1
0,100.0,3,36.365733799277,59.51491355896,14.0,3.0,2.0,2400000000,24000000.0,10.0,178,1,1,1,0,0,1
0,100.0,1,36.3737765,59.47582,13.0,0.0,2.0,2500000000,25000000.0,12.0,29,0,1,1,1,0,0
0,310.0,17,36.310604816622615,59.50447669120178,4.0,1.0,4.0,34000000000,109677419.0,9.0,229,1,1,1,0,0,0
0,81.0,1,36.3737765,59.47582,1.0,5.0,2.0,2640000000,32592592.0,12.0,29,1,1,1,0,0,0
0,207.0,8,36.29935,59.56544,5.0,1.0,3.0,18000000000,86956521.0,1.0,20,1,1,1,0,0,0
0,71.0,1,36.388763,59.47813,10.0,1.0,2.0,2250000000,31690140.0,12.0,35,1,1,1,0,0,0
0,65.0,0,36.32855,59.51339,5.0,2.0,2.0,2500000000,38461538.0,11.0,168,1,1,1,0,0,0
0,175.0,8,36.2910848,59.5651861,0.0,2.0,3.0,9300000000,53142857.0,1.0,106,1,1,1,0,0,0
0,100.0,20,36.32451,59.5701,10.0,2.0,2.0,1250000000,12500000.0,2.0,88,0,0,0,0,0,0
0,85.0,1,36.37132,59.46687,0.0,1.0,2.0,3230000000,38000000.0,12.0,29,1,1,1,1,0,0
0,175.0,17,36.310604816622615,59.50447669120178,1.0,3.0,3.0,10450000000,59714285.0,9.0,229,1,1,1,0,0,0
0,80.0,1,36.3737765,59.47582,18.0,2.0,2.0,2300000000,28750000.0,12.0,29,0,1,1,0,0,1
0,82.0,10,36.31962771569768,59.51406333288188,12.0,1.0,2.0,2950000000,35975609.0,9.0,22,0,1,1,0,0,1
0,75.0,3,36.356428631036,59.490677118301,15.0,1.0,2.0,2300000000,30666666.0,10.0,178,1,1,1,0,0,1
0,75.0,16,36.313573704510326,59.58895688875305,13.0,3.0,2.0,2250000000,30000000.0,2.0,180,0,0,0,0,0,0
1,70.0,5,36.33234062414125,59.48554209952649,21.0,0.0,1.0,860000000,12285714.0,9.0,150,0,0,0,1,1,0
1,250.0,17,36.31381112631327,59.50007725445739,17.0,0.0,5.0,13500000000,54000000.0,9.0,234,0,1,1,0,1,0
0,85.0,16,36.32581,59.58692,0.0,3.0,2.0,18500000,217647.0,2.0,204,1,1,1,0,0,0
0,90.0,5,36.33234062414125,59.48554209952649,7.0,2.0,2.0,3500000000,38888888.0,9.0,150,1,1,1,0,0,1
0,78.0,0,36.32754,59.52752,17.0,3.0,2.0,3300000000,42307692.0,11.0,7,0,1,1,0,0,1
0,150.0,5,36.33290257322176,59.46998618148838,7.0,4.0,3.0,6510000000,43400000.0,9.0,27,1,1,1,0,0,0
1,250.0,8,36.2910848,59.5651861,4.0,0.0,4.0,21000000000,84000000.0,1.0,106,0,1,1,0,1,0
0,100.0,1,36.3737765,59.47582,0.0,2.0,2.0,3150000000,31500000.0,12.0,29,1,1,1,1,0,0
0,175.0,8,36.29935,59.56544,7.0,4.0,3.0,10300000000,58857142.0,1.0,20,1,1,1,0,0,1
0,100.0,14,36.32767,59.54838,0.0,1.0,2.0,4300000000,43000000.0,2.0,166,1,1,1,0,0,0
0,71.0,1,36.38066723684211,59.484675580725245,10.0,1.0,2.0,2250000000,31690140.0,12.0,35,0,0,0,0,0,0
0,75.0,5,36.33234062414125,59.48554209952649,9.0,2.0,2.0,2470000000,32933333.0,9.0,150,1,1,1,0,0,0
0,140.0,10,36.29008578096397,59.50294589843005,11.0,2.0,2.0,4900000000,35000000.0,9.0,118,1,1,1,0,0,0
0,105.0,1,36.3737765,59.47582,0.0,2.0,2.0,3490000000,33238095.0,12.0,29,1,1,1,0,0,0
0,90.0,21,36.32321,59.62739,6.0,1.0,2.0,1350000000,15000000.0,3.0,152,0,0,0,0,0,0
0,120.0,14,36.345775314051096,59.564992053194594,29.0,1.0,1.0,4100000000,34166666.0,2.0,53,0,0,0,0,0,0
0,93.0,12,36.26528,59.60926,4.0,2.0,1.0,2000000000,21505376.0,7.0,259,1,0,0,0,0,0
0,175.0,14,36.32767,59.54838,0.0,4.0,3.0,10000000000,57142857.0,2.0,166,1,1,1,0,0,0
0,105.0,20,36.32451,59.5701,6.0,3.0,2.0,900000000,8571428.0,2.0,88,0,0,0,0,0,0
0,65.0,18,36.27278,59.60273,18.0,3.0,1.0,2300000000,35384615.0,8.0,31,0,0,1,0,0,0
0,165.0,5,36.33290257322176,59.46998618148838,8.0,1.0,3.0,6200000000,37575757.0,9.0,27,1,1,1,0,0,1
1,258.0,0,36.32754,59.52752,22.0,0.0,5.0,25000000000,96899224.0,11.0,7,0,1,1,0,1,0
0,163.0,11,36.30755,59.55221,8.0,3.0,3.0,9500000000,58282208.0,1.0,197,1,1,1,0,0,0
0,60.0,12,36.26528,59.60926,0.0,4.0,1.0,1200000000,20000000.0,7.0,259,1,0,0,0,0,0
0,133.0,8,36.28718,59.57472,18.0,3.0,3.0,5320000000,40000000.0,1.0,260,0,1,1,0,0,1
0,115.0,18,36.2881,59.6006,0.0,0.0,2.0,4600000000,40000000.0,8.0,49,0,0,0,0,0,0
0,90.0,3,36.36002,59.5174,9.0,6.0,2.0,2620000000,29111111.0,10.0,178,1,1,1,0,0,0
0,200.0,1,36.3737765,59.47582,0.0,3.0,3.0,6000000000,30000000.0,12.0,29,1,1,1,0,0,0
0,3700.0,18,36.27278,59.60273,7.0,6.0,5.0,225000000000,60810810.0,8.0,31,1,1,1,0,0,1
0,105.0,1,36.371975,59.468445,3.0,1.0,2.0,3680000000,35047619.0,12.0,29,1,1,1,0,1,0
0,155.0,2,36.33183891914909,59.50350991234309,0.0,4.0,3.0,6278000000,40503225.0,11.0,91,1,1,1,0,0,0
0,85.0,3,36.36002,59.5174,0.0,2.0,2.0,2900000000,34117647.0,10.0,178,1,1,1,0,0,0
0,110.0,17,36.30632229765302,59.50754560098833,0.0,2.0,2.0,7150000000,65000000.0,9.0,257,1,1,1,0,0,0
