type,area,neighborhood,latitude,longitude,age,floor,bedrooms,price,sqmprice,zone,street,elevator,parking,storage,yard,balcony,reconstructed
0,95.0,1,36.3737765,59.47582,0.0,1.0,2.0,2945000000,31000000.0,12.0,29,1,1,1,0,0,0
0,79.0,21,36.32321,59.62739,0.0,5.0,2.0,1400000000,17721518.0,3.0,152,1,1,1,0,0,0
0,75.0,16,36.31845,59.58768,14.0,4.0,2.0,2400000000,32000000.0,2.0,18,0,0,0,0,0,0
0,160.0,1,36.3737765,59.47582,0.0,5.0,3.0,5900000000,36875000.0,12.0,29,1,1,1,0,0,0
0,60.0,6,36.30685,59.57511,17.0,3.0,1.0,2190000000,36500000.0,1.0,4,0,1,1,0,0,1
0,95.0,3,36.36002,59.5174,7.0,0.0,2.0,1430000000,15052631.0,10.0,178,0,0,1,0,0,1
0,70.0,9,36.29603,59.6437,0.0,3.0,1.0,1350000000,19285714.0,4.0,196,1,0,0,0,0,0
0,105.0,5,36.33290257322176,59.46998618148838,0.0,1.0,2.0,5999000000,57133333.0,9.0,27,1,1,1,0,0,0
0,150.0,3,36.3509,59.51356,21.0,1.0,2.0,4200000000,28000000.0,10.0,21,0,0,0,0,0,0
0,115.0,3,36.36002,59.5174,4.0,4.0,2.0,3500000000,30434782.0,10.0,178,1,1,1,0,0,0
0,87.0,13,36.30177,59.60844,20.0,1.0,2.0,3200000000,36781609.0,2.0,153,0,0,0,0,0,0
0,108.0,1,36.3737765,59.47582,0.0,1.0,2.0,3720000000,34444444.0,12.0,29,1,1,1,1,0,0
0,157.0,1,36.3737765,59.47582,1.0,4.0,3.0,4600000000,29299363.0,12.0,29,1,1,1,0,0,0
0,100.0,2,36.33712,59.51011,11.0,0.0,1.0,3200000000,32000000.0,11.0,91,0,0,1,0,0,1
0,115.0,0,36.32754,59.52752,0.0,4.0,2.0,5750000000,50000000.0,11.0,7,1,1,1,0,0,0
0,170.0,17,36.310604816622615,59.50447669120178,10.0,3.0,3.0,8050000000,47352941.0,9.0,229,1,1,1,0,0,1
0,210.0,0,36.32347,59.523354,2.0,4.0,3.0,15000000000,71428571.0,11.0,168,1,1,1,0,0,1
0,230.0,0,36.32754,59.52752,0.0,2.0,4.0,13800000000,60000000.0,11.0,7,1,1,1,0,0,0
0,71.0,3,36.36002,59.5174,15.0,2.0,2.0,2400000000,33802816.0,10.0,178,0,1,1,0,0,0
1,150.0,13,36.30128,59.61465,0.0,0.0,5.0,46800000000,312000000.0,2.0,228,0,1,1,0,1,0
0,165.0,1,36.3737765,59.47582,2.0,6.0,3.0,6000000000,36363636.0,12.0,29,1,1,1,0,0,0
0,110.0,1,36.3793743154727,59.46693063734247,3.0,1.0,2.0,3740000000,34000000.0,12.0,212,0,0,0,0,0,0
0,112.0,1,36.3737765,59.47582,0.0,1.0,2.0,4400000000,39285714.0,12.0,29,1,1,1,0,0,0
1,510.0,8,36.279716,59.570282,18.0,0.0,3.0,32000000000,62745098.0,1.0,260,0,1,1,0,1,0
0,250.0,11,36.31803637201696,59.55147485505697,3.0,7.0,3.0,19000000000,76000000.0,1.0,116,1,1,1,0,0,0
0,80.0,1,36.3737765,59.47582,0.0,4.0,2.0,1500000000,18750000.0,12.0,29,1,1,1,1,0,0
0,165.0,0,36.33370200045877,59.52084863608757,4.0,5.0,3.0,8400000000,50909090.0,11.0,125,0,0,0,0,0,0
0,115.0,1,36.3737765,59.47582,0.0,4.0,2.0,3800000000,33043478.0,12.0,29,1,1,1,0,0,0
1,170.0,3,36.36002,59.5174,2.0,0.0,3.0,8000000000,47058823.0,10.0,178,0,1,1,1,1,1
0,170.0,0,36.32754,59.52752,0.0,5.0,3.0,9700000000,57058823.0,11.0,7,1,1,1,0,0,0
0,113.0,17,36.310604816622615,59.50447669120178,12.0,2.0,2.0,4300000000,38053097.0,9.0,229,1,1,1,0,0,1
0,108.0,14,36.32767,59.54838,1.0,6.0,2.0,6250000000,57870370.0,2.0,166,1,1,1,1,0,0
0,180.0,20,36.338500066998,59.577058547851,6.0,4.0,3.0,5600000000,31111111.0,2.0,262,1,1,1,0,0,0
0,50.0,3,36.37877,59.52037,10.0,0.0,1.0,1180000000,23600000.0,10.0,189,0,0,0,0,0,0
0,107.0,0,36.33370200045877,59.52084863608757,16.0,3.0,3.0,4100000000,38317757.0,11.0,125,0,0,0,0,0,0
0,317.0,11,36.31803637201696,59.55147485505697,0.0,5.0,3.0,30150000000,95110410.0,1.0,116,1,1,1,0,0,0
0,140.0,17,36.318980720074,59.509356021881,11.0,2.0,3.0,6500000000,46428571.0,9.0,229,1,1,1,0,0,1
0,90.0,5,36.32676539888356,59.46392572398653,8.0,1.0,2.0,4250000000,47222222.0,9.0,44,1,1,1,0,0,1
0,95.0,1,36.3737765,59.47582,0.0,3.0,2.0,3340000000,35157894.0,12.0,29,1,1,1,0,0,0
0,45.0,18,36.27278,59.60273,8.0,1.0,1.0,1800000000,40000000.0,8.0,31,0,0,0,0,0,1
0,75.0,3,36.36002,59.5174,12.0,1.0,2.0,1350000000,18000000.0,10.0,178,0,0,1,0,0,1
0,102.0,1,36.3737765,59.47582,5.0,1.0,2.0,3400000000,33333333.0,12.0,29,1,1,1,1,0,1
0,92.0,5,36.32959115411074,59.47402737727688,15.0,1.0,2.0,3500000000,38043478.0,9.0,181,0,0,0,0,0,0
0,95.0,1,36.3737765,59.47582,0.0,4.0,2.0,3290000000,34631578.0,12.0,29,1,1,1,0,0,0
1,250.0,18,36.27278,59.60273,30.0,0.0,5.0,17000000000,68000000.0,8.0,31,0,1,1,0,1,1
0,240.0,17,36.31978,59.49477,0.0,5.0,3.0,16300000000,67916666.0,9.0,232,1,1,1,0,0,0
1,180.0,3,36.36002,59.5174,15.0,0.0,2.0,7500000000,41666666.0,10.0,178,0,1,1,0,1,1
0,150.0,3,36.36002,59.5174,0.0,4.0,3.0,4650000000,31000000.0,10.0,178,1,1,1,0,0,0
0,72.0,1,36.3737765,59.47582,14.0,3.0,2.0,2350000000,32638888.0,12.0,29,1,1,1,0,0,1
0,92.0,6,36.31724402357477,59.57023857746468,22.0,11.0,1.0,4600000000,50000000.0,1.0,127,1,1,1,0,0,0
0,92.0,1,36.3737765,59.47582,2.0,1.0,2.0,3000000000,32608695.0,12.0,29,1,1,1,0,0,0
0,107.0,1,36.3737765,59.47582,0.0,2.0,2.0,3450000000,32242990.0,12.0,29,1,1,1,0,0,0
0,85.0,5,36.31569,59.47327,14.0,2.0,2.0,3000000000,35294117.0,9.0,131,0,0,0,0,0,0
0,55.0,10,36.29008578096397,59.50294589843005,7.0,0.0,1.0,1390000000,25272727.0,9.0,118,0,0,1,0,0,1
0,125.0,2,36.33183891914909,59.50350991234309,6.0,2.0,2.0,4450000000,35600000.0,11.0,91,1,1,1,0,0,0
1,300.0,17,36.310604816622615,59.50447669120178,15.0,0.0,3.0,15500000000,51666666.0,9.0,229,0,1,1,0,1,0
0,139.0,1,36.3737765,59.47582,2.0,1.0,2.0,4900000000,35251798.0,12.0,29,1,1,1,1,0,0
0,120.0,16,36.31631,59.60839,4.0,4.0,2.0,4200000000,35000000.0,2.0,192,1,1,1,0,0,0
1,160.0,16,36.31845,59.58768,30.0,0.0,1.0,6500000000,40625000.0,2.0,18,0,1,1,0,1,0
0,125.0,17,36.31755,59.514828,4.0,2.0,2.0,7490000000,59920000.0,9.0,229,1,1,1,0,0,0
0,70.0,16,36.35369,59.564133,9.0,0.0,2.0,1150000000,16428571.0,2.0,18,0,0,0,0,0,1
0,78.0,10,36.271675,59.54351,7.0,1.0,1.0,3000000000,38461538.0,9.0,22,1,1,1,0,0,1
0,180.0,8,36.2910848,59.5651861,0.0,5.0,3.0,10000000000,55555555.0,1.0,106,1,1,1,0,0,0
0,95.0,18,36.27278,59.60273,1.0,1.0,2.0,5225000000,55000000.0,8.0,31,1,1,0,0,0,0
0,90.0,21,36.31508,59.6328,2.0,0.0,1.0,1470000000,16333333.0,3.0,263,0,0,0,0,0,0
0,75.0,20,36.34125,59.57177,0.0,4.0,2.0,1620000000,21600000.0,2.0,262,1,1,1,0,0,0
0,163.0,0,36.32754,59.52752,1.0,5.0,3.0,6450000000,39570552.0,11.0,7,1,1,1,0,1,0
0,175.0,1,36.3737765,59.47582,2.0,1.0,3.0,6200000000,35428571.0,12.0,29,1,1,1,0,0,0
0,176.0,0,36.32855,59.51339,7.0,2.0,3.0,7200000000,40909090.0,11.0,168,1,1,1,0,0,1
0,107.0,17,36.30632229765302,59.50754560098833,22.0,1.0,2.0,4100000000,38317757.0,9.0,257,0,1,1,0,0,1
1,518.0,11,36.31803637201696,59.55147485505697,22.0,0.0,4.0,60000000000,115830115.0,1.0,116,0,1,1,0,1,0
0,150.0,1,36.3737765,59.47582,0.0,4.0,3.0,4500000000,30000000.0,12.0,29,1,1,1,0,0,0
1,95.0,21,36.30314,59.6338,5.0,0.0,1.0,860000000,9052631.0,3.0,103,0,1,1,1,1,0
0,97.0,5,36.32676539888356,59.46392572398653,7.0,3.0,2.0,4000000000,41237113.0,9.0,44,1,1,1,0,0,0
0,159.0,3,36.36002,59.5174,4.0,3.0,3.0,5247000000,33000000.0,10.0,178,1,1,1,0,0,0
0,130.0,1,36.3737765,59.47582,0.0,3.0,2.0,4400000000,33846153.0,12.0,29,1,1,1,0,0,0
1,100.0,20,36.412186,59.622196,7.0,0.0,1.0,1200000000,12000000.0,2.0,88,0,1,1,0,1,0
0,185.0,10,36.298870862029,59.508894681931,0.0,5.0,3.0,7400000000,40000000.0,9.0,108,1,1,1,0,0,0
0,285.0,11,36.30195,59.56417,0.0,0.0,4.0,23000000000,80701754.0,1.0,171,1,1,1,0,0,0
0,80.0,5,36.33234062414125,59.48554209952649,12.0,2.0,2.0,4000000000,50000000.0,9.0,150,1,1,1,0,0,1
0,80.0,16,36.31799,59.6073,11.0,2.0,2.0,1630000000,20375000.0,2.0,154,0,0,1,0,0,1
0,136.0,17,36.310604816622615,59.50447669120178,11.0,4.0,3.0,6450000000,47426470.0,9.0,229,1,1,1,0,0,1
0,150.0,8,36.29935,59.56544,16.0,2.0,3.0,7500000000,50000000.0,1.0,20,1,1,1,0,0,1
0,83.0,14,36.345775314051096,59.564992053194594,17.0,2.0,2.0,2800000000,33734939.0,2.0,53,0,0,0,0,0,0
0,64.0,3,36.36002,59.5174,9.0,3.0,1.0,1550000000,24218750.0,10.0,178,1,0,1,0,0,0
0,175.0,17,36.31996,59.514812,0.0,2.0,3.0,12000000000,68571428.0,9.0,229,1,1,1,0,0,0
0,168.0,1,36.3737765,59.47582,0.0,3.0,3.0,5200000000,30952380.0,12.0,29,1,1,1,0,0,0
0,158.0,3,36.36002,59.5174,0.0,1.0,3.0,4600000000,29113924.0,10.0,178,1,1,1,0,0,1
0,165.0,0,36.32754,59.52752,0.0,1.0,3.0,9900000000,60000000.0,11.0,7,1,1,1,0,0,0
0,231.0,11,36.31803637201696,59.55147485505697,14.0,4.0,3.0,17300000000,74891774.0,1.0,116,1,1,1,0,0,0
0,100.0,1,36.3737765,59.47582,0.0,1.0,2.0,2650000000,26500000.0,12.0,29,1,1,1,0,0,0
0,75.0,1,36.3737765,59.47582,8.0,3.0,2.0,2300000000,30666666.0,12.0,29,1,1,1,1,0,1
0,180.0,18,36.27278,59.60273,2.0,6.0,3.0,8500000000,47222222.0,8.0,31,1,1,1,0,0,0
0,150.0,0,36.32754,59.52752,9.0,5.0,3.0,5900000000,39333333.0,11.0,7,1,1,1,0,0,0
1,125.0,21,36.32321,59.62739,17.0,0.0,2.0,2800000000,22400000.0,3.0,152,0,1,0,0,1,0
0,95.0,1,36.3737765,59.47582,0.0,6.0,2.0,3000000000,31578947.0,12.0,29,1,1,1,0,0,0
0,80.0,13,36.30177,59.60844,8.0,3.0,2.0,2500000000,31250000.0,2.0,153,0,0,0,0,0,0
0,205.0,0,36.32754,59.52752,1.0,4.0,3.0,14145000000,69000000.0,11.0,7,1,1,1,0,0,0
0,85.0,1,36.3737765,59.47582,8.0,2.0,2.0,2800000000,32941176.0,12.0,29,1,1,1,0,0,1
1,280.0,0,36.32754,59.52752,7.0,0.0,5.0,18300000000,65357142.0,11.0,7,0,1,1,0,1,0
0,130.0,1,36.3737765,59.47582,1.0,3.0,3.0,4290000000,33000000.0,12.0,29,1,1,1,0,0,0
0,100.0,9,36.29603,59.6437,7.0,5.0,2.0,2300000000,23000000.0,4.0,196,1,1,1,0,0,0
0,125.0,1,36.3737765,59.47582,0.0,3.0,3.0,4000000000,32000000.0,12.0,29,1,1,1,1,0,0
0,108.0,1,36.3737765,59.47582,0.0,2.0,2.0,3700000000,34259259.0,12.0,29,1,1,1,0,0,0
0,65.0,16,36.326877,59.619993,2.0,0.0,2.0,1390000000,21384615.0,2.0,39,0,0,1,0,0,1
1,125.0,11,36.223984,59.610947,9.0,0.0,2.0,4250000000,34000000.0,1.0,55,0,0,1,0,1,1
0,100.0,12,36.26528,59.60926,1.0,1.0,2.0,2200000000,22000000.0,7.0,259,0,1,1,0,0,1
0,127.0,3,36.36002,59.5174,7.0,3.0,3.0,3700000000,29133858.0,10.0,178,1,1,1,0,0,0
0,55.0,16,36.332092,59.609245,5.0,3.0,1.0,870000000,15818181.0,2.0,39,0,0,1,0,0,1
0,95.0,1,36.3737765,59.47582,0.0,5.0,2.0,2900000000,30526315.0,12.0,29,1,1,1,0,0,0
0,320.0,11,36.31803637201696,59.55147485505697,2.0,3.0,4.0,28000000000,87500000.0,1.0,116,1,1,1,0,0,0
0,155.0,0,36.32855,59.51339,0.0,5.0,3.0,7800000000,50322580.0,11.0,168,1,1,1,0,0,0
0,100.0,1,36.36808,59.476986,3.0,3.0,2.0,3500000000,35000000.0,12.0,29,1,1,1,1,0,1
0,115.0,17,36.310604816622615,59.50447669120178,7.0,3.0,2.0,5700000000,49565217.0,9.0,229,1,1,1,0,0,0
1,155.0,20,36.34125,59.57177,30.0,0.0,5.0,5500000000,35483870.0,2.0,262,0,0,1,0,1,1
0,114.0,5,36.33234062414125,59.48554209952649,4.0,4.0,3.0,4200000000,36842105.0,9.0,150,1,1,1,0,0,0
0,230.0,11,36.31803637201696,59.55147485505697,12.0,4.0,4.0,13000000000,56521739.0,1.0,116,1,1,1,0,0,0
0,100.0,1,36.3737765,59.47582,2.0,4.0,2.0,3100000000,31000000.0,12.0,29,1,1,1,0,0,0
0,90.0,1,36.3737765,59.47582,0.0,4.0,2.0,2880000000,32000000.0,12.0,29,1,1,1,0,0,0
0,130.0,17,36.31381112631327,59.50007725445739,0.0,2.0,3.0,8000000000,61538461.0,9.0,234,1,1,1,0,0,0
0,165.0,1,36.3737765,59.47582,0.0,3.0,3.0,5400000000,32727272.0,12.0,29,1,1,1,0,0,0
1,125.0,0,36.32754,59.52752,22.0,0.0,3.0,6500000000,52000000.0,11.0,7,0,1,1,0,1,1
0,170.0,10,36.298360699303,59.52784717083,0.0,3.0,3.0,9100000000,53529411.0,9.0,108,1,1,1,0,0,0
0,75.0,0,36.36731102804698,59.53540450452731,7.0,2.0,2.0,1500000000,20000000.0,11.0,9,0,0,0,0,0,0
0,96.0,1,36.3737765,59.47582,0.0,5.0,2.0,2800000000,29166666.0,12.0,29,1,1,1,0,0,0
0,152.0,1,36.37616,59.4952,1.0,5.0,3.0,5016000000,33000000.0,12.0,35,1,1,1,0,0,0
0,196.0,1,36.3737765,59.47582,0.0,6.0,3.0,6700000000,34183673.0,12.0,29,1,1,1,0,0,0
0,55.0,16,36.32828,59.60961,10.0,1.0,1.0,1050000000,19090909.0,2.0,129,0,0,0,0,0,0
0,125.0,17,36.31978,59.49477,12.0,1.0,3.0,4550000000,36400000.0,9.0,232,1,1,1,0,0,1
0,100.0,13,36.3017,59.614124,16.0,1.0,2.0,3000000000,30000000.0,2.0,2,0,0,0,0,0,0
0,160.0,7,36.30047,59.5678,12.0,2.0,3.0,6300000000,39375000.0,1.0,101,0,1,1,0,0,0
0,90.0,16,36.31631,59.60839,0.0,2.0,2.0,2295000000,25500000.0,2.0,192,1,1,0,0,0,0
0,110.0,3,36.36002,59.5174,0.0,1.0,2.0,3900000000,35454545.0,10.0,178,1,1,1,0,0,1
0,80.0,0,36.322178,59.528164,13.0,3.0,2.0,3500000000,43750000.0,11.0,7,0,1,1,0,0,1
0,105.0,1,36.3737765,59.47582,4.0,1.0,2.0,3510000000,33428571.0,12.0,29,1,1,1,0,0,1
1,490.0,8,36.2910848,59.5651861,28.0,0.0,5.0,32900000000,67142857.0,1.0,106,0,1,1,0,1,0
0,129.0,1,36.373013,59.480236,2.0,5.0,3.0,3980000000,30852713.0,12.0,29,1,1,1,0,0,0
0,190.0,3,36.36002,59.5174,2.0,5.0,3.0,5500000000,28947368.0,10.0,178,1,1,1,0,0,0
0,230.0,11,36.31803637201696,59.55147485505697,0.0,3.0,3.0,20000000000,86956521.0,1.0,116,1,1,1,0,0,0
0,110.0,1,36.3737765,59.47582,0.0,1.0,2.0,3520000000,32000000.0,12.0,29,1,1,1,0,0,0
0,110.0,3,36.36002,59.5174,6.0,3.0,2.0,3600000000,32727272.0,10.0,178,1,1,1,0,0,0
0,100.0,1,36.38066723684211,59.484675580725245,0.0,3.0,2.0,3600000000,36000000.0,12.0,35,1,1,1,0,0,0
0,105.0,1,36.3737765,59.47582,5.0,5.0,2.0,3150000000,30000000.0,12.0,29,1,1,1,0,0,0
1,250.0,0,36.32754,59.52752,22.0,0.0,5.0,35000000000,140000000.0,11.0,7,0,1,1,0,1,0
0,130.0,8,36.2910848,59.5651861,0.0,2.0,3.0,57000000,438461.0,1.0,106,1,1,1,0,0,0
0,165.0,16,36.32069,59.60058,4.0,4.0,3.0,4300000000,26060606.0,2.0,254,0,0,0,0,0,0
0,105.0,1,36.3737765,59.47582,7.0,7.0,2.0,2500000000,23809523.0,12.0,29,1,1,1,0,0,1
0,90.0,20,36.34125,59.57177,17.0,0.0,1.0,1290000000,14333333.0,2.0,262,0,0,1,0,0,1
0,152.0,11,36.317908786296,59.546037912369,7.0,4.0,3.0,10100000000,66447368.0,1.0,116,1,1,1,0,0,1
0,82.0,1,36.3737765,59.47582,4.0,4.0,2.0,2500000000,30487804.0,12.0,29,1,1,1,0,0,0
0,185.0,1,36.3737765,59.47582,1.0,4.0,3.0,5600000000,30270270.0,12.0,29,1,1,1,0,0,0
0,132.0,10,36.290676,59.549755,3.0,5.0,3.0,6600000000,50000000.0,9.0,108,1,1,1,0,0,0
0,140.0,17,36.31978,59.49477,5.0,1.0,3.0,7750000000,55357142.0,9.0,232,1,1,1,0,0,0
0,98.0,2,36.33183891914909,59.50350991234309,17.0,2.0,2.0,4050000000,41326530.0,11.0,91,0,1,1,0,0,1
0,185.0,5,36.333244,59.47894,0.0,4.0,3.0,9800000000,52972972.0,9.0,150,1,1,1,0,0,0
0,80.0,3,36.36002,59.5174,13.0,2.0,2.0,2000000000,25000000.0,10.0,178,0,1,1,0,0,1
0,110.0,18,36.27278,59.60273,12.0,3.0,2.0,3950000000,35909090.0,8.0,31,1,1,1,0,0,0
0,92.0,1,36.3737765,59.47582,3.0,6.0,2.0,3240000000,35217391.0,12.0,29,1,1,1,0,0,0
0,80.0,17,36.310604816622615,59.50447669120178,6.0,2.0,2.0,2000000000,25000000.0,9.0,229,0,0,0,0,0,0
0,70.0,3,36.36002,59.5174,5.0,2.0,2.0,2300000000,32857142.0,10.0,178,1,1,1,0,0,0
0,80.0,14,36.33537,59.56258,0.0,1.0,1.0,1600000000,20000000.0,2.0,68,0,0,1,0,0,0
0,73.0,2,36.32608,59.50799,18.0,3.0,2.0,3100000000,42465753.0,11.0,241,0,0,0,0,0,0
0,110.0,1,36.37471,59.47151,5.0,3.0,2.0,3520000000,32000000.0,12.0,29,1,1,1,0,0,1
0,105.0,5,36.33290257322176,59.46998618148838,10.0,3.0,2.0,3850000000,36666666.0,9.0,27,1,1,1,0,0,0
0,68.0,16,36.31845,59.58768,0.0,1.0,1.0,1350000000,19852941.0,2.0,18,0,0,0,0,0,0
0,155.0,0,36.32855,59.51339,0.0,3.0,3.0,7850000000,50645161.0,11.0,168,1,1,1,0,0,0
0,127.0,1,36.3737765,59.47582,0.0,1.0,2.0,3650000000,28740157.0,12.0,29,1,1,1,1,0,0
0,60.0,10,36.29008578096397,59.50294589843005,3.0,2.0,1.0,1000000000,16666666.0,9.0,118,0,0,0,0,0,0
0,250.0,0,36.32754,59.52752,0.0,5.0,4.0,14700000000,58800000.0,11.0,7,1,1,1,0,0,0
0,112.0,5,36.32676539888356,59.46392572398653,15.0,1.0,2.0,4000000000,35714285.0,9.0,44,0,1,1,0,0,0
0,72.0,1,36.38066723684211,59.484675580725245,13.0,2.0,2.0,2200000000,30555555.0,12.0,35,0,0,0,0,0,0
0,225.0,16,36.31845,59.58768,0.0,5.0,3.0,7875000000,35000000.0,2.0,18,1,1,1,0,0,0
0,150.0,8,36.2910848,59.5651861,0.0,3.0,3.0,4650000000,31000000.0,1.0,106,1,1,1,0,0,0
0,165.0,0,36.32754,59.52752,0.0,1.0,3.0,6800000000,41212121.0,11.0,7,1,1,1,0,0,0
0,67.0,1,36.3737765,59.47582,15.0,1.0,2.0,1850000000,27611940.0,12.0,29,0,1,0,0,0,0
0,85.0,8,36.29935,59.56544,15.0,4.0,2.0,3650000000,42941176.0,1.0,20,0,1,1,0,0,0
0,90.0,3,36.36002,59.5174,0.0,3.0,2.0,3100000000,34444444.0,10.0,178,1,1,1,0,0,0
0,87.0,10,36.29008578096397,59.50294589843005,8.0,4.0,2.0,3200000000,36781609.0,9.0,118,0,0,0,0,0,0
0,105.0,20,36.32451,59.5701,3.0,6.0,2.0,2600000000,24761904.0,2.0,88,0,0,0,0,0,0
0,53.0,17,36.303609163179,59.496992826025,12.0,0.0,1.0,2800000000,52830188.0,9.0,229,0,0,0,0,0,0
0,82.0,1,36.3737765,59.47582,8.0,2.0,2.0,2170000000,26463414.0,12.0,29,0,1,1,0,0,0
0,125.0,3,36.36002,59.5174,18.0,2.0,2.0,3000000000,24000000.0,10.0,178,0,1,1,0,0,1
0,55.0,16,36.31799,59.6073,10.0,2.0,1.0,1350000000,24545454.0,2.0,154,0,0,1,0,0,1
0,122.0,2,36.34219,59.5133,6.0,2.0,2.0,4200000000,34426229.0,11.0,11,0,0,0,0,0,0
0,210.0,17,36.310604816622615,59.50447669120178,5.0,3.0,3.0,11340000000,54000000.0,9.0,229,1,1,1,0,0,0
0,110.0,1,36.3737765,59.47582,6.0,2.0,2.0,3100000000,28181818.0,12.0,29,1,1,1,0,0,1
0,90.0,0,36.32754,59.52752,11.0,0.0,2.0,3500000000,38888888.0,11.0,7,1,1,1,0,0,1
0,60.0,5,36.33234062414125,59.48554209952649,0.0,1.0,1.0,950000000,15833333.0,9.0,150,0,0,0,0,0,0
0,70.0,14,36.345710001187,59.567034726497,15.0,3.0,2.0,2250000000,32142857.0,2.0,53,0,0,0,0,0,0
0,90.0,5,36.33290257322176,59.46998618148838,12.0,3.0,2.0,3400000000,37777777.0,9.0,27,1,1,1,0,0,0
0,90.0,5,36.32676539888356,59.46392572398653,0.0,1.0,2.0,5350000000,59444444.0,9.0,44,1,1,1,0,0,0
0,125.0,21,36.31508,59.6328,0.0,2.0,2.0,2300000000,18400000.0,3.0,263,0,0,1,0,0,0
0,180.0,19,36.28347809498831,59.57481987472372,0.0,5.0,3.0,8100000000,45000000.0,1.0,56,1,1,1,0,0,0
0,200.0,2,36.342396,59.46699,1.0,1.0,3.0,10000000000,50000000.0,11.0,162,1,1,1,0,0,0
0,157.0,5,36.33234062414125,59.48554209952649,1.0,5.0,3.0,7380000000,47006369.0,9.0,150,1,1,1,0,0,1
0,169.0,0,36.32754,59.52752,0.0,2.0,3.0,8112000000,48000000.0,11.0,7,1,1,1,0,0,0
1,200.0,10,36.29364,59.517635,17.0,0.0,2.0,8800000000,44000000.0,9.0,118,0,1,1,0,1,1
0,175.0,11,36.31803637201696,59.55147485505697,0.0,3.0,3.0,12600000000,72000000.0,1.0,116,1,1,1,0,0,0
0,65.0,5,36.32676539888356,59.46392572398653,1.0,0.0,1.0,1100000000,16923076.0,9.0,44,0,0,0,0,0,0
0,198.0,18,36.2881,59.6006,0.0,3.0,3.0,8500000000,42929292.0,8.0,49,1,1,1,0,0,0
0,105.0,5,36.33234062414125,59.48554209952649,0.0,2.0,2.0,4800000000,45714285.0,9.0,150,1,1,1,0,0,0
0,137.0,14,36.32767,59.54838,16.0,3.0,3.0,3850000000,28102189.0,2.0,166,0,0,1,0,0,1
0,156.0,0,36.32754,59.52752,2.0,1.0,3.0,6250000000,40064102.0,11.0,7,1,1,1,0,0,0
1,120.0,5,36.33234062414125,59.48554209952649,0.0,0.0,2.0,3000000000,25000000.0,9.0,150,0,1,0,1,1,0
0,55.0,16,36.33635,59.59367,11.0,0.0,1.0,1050000000,19090909.0,2.0,231,0,0,0,0,0,0
0,100.0,3,36.36002,59.5174,0.0,1.0,2.0,3500000000,35000000.0,10.0,178,1,1,1,1,0,0
0,89.0,1,36.3737765,59.47582,0.0,1.0,2.0,2840000000,31910112.0,12.0,29,1,1,1,0,0,0
0,90.0,20,36.34125,59.57177,4.0,3.0,2.0,1600000000,17777777.0,2.0,262,0,0,0,0,0,0
0,160.0,1,36.3737765,59.47582,0.0,3.0,3.0,7500000000,46875000.0,12.0,29,1,1,1,0,1,0
0,80.0,5,36.33290257322176,59.46998618148838,15.0,4.0,2.0,3300000000,41250000.0,9.0,27,1,1,1,0,0,0
0,75.0,21,36.32321,59.62739,12.0,0.0,1.0,850000000,11333333.0,3.0,152,0,1,1,1,0,0
0,130.0,11,36.30195,59.56417,0.0,0.0,3.0,9250000000,71153846.0,1.0,171,0,0,0,0,1,0
0,78.0,5,36.32734,59.49866,14.0,4.0,2.0,2800000000,35897435.0,9.0,239,0,0,0,0,0,0
0,147.0,1,36.3737765,59.47582,2.0,4.0,3.0,5400000000,36734693.0,12.0,29,1,1,1,1,0,0
0,84.0,20,36.34125,59.57177,3.0,0.0,2.0,1500000000,17857142.0,2.0,262,0,0,0,0,0,0
0,160.0,0,36.32754,59.52752,0.0,2.0,3.0,6700000000,41875000.0,11.0,7,1,1,1,0,0,0
0,102.0,18,36.27278,59.60273,0.0,2.0,2.0,5800000000,56862745.0,8.0,31,1,1,1,0,0,0
1,55.0,21,36.30314,59.6338,30.0,0.0,2.0,1100000000,20000000.0,3.0,103,0,0,1,0,1,0
0,95.0,5,36.33290257322176,59.46998618148838,10.0,2.0,2.0,3190000000,33578947.0,9.0,27,1,1,1,0,0,0
0,100.0,1,36.38066723684211,59.484675580725245,0.0,1.0,2.0,3200000000,32000000.0,12.0,35,1,1,1,0,0,0
0,115.0,1,36.36887,59.488583,1.0,1.0,2.0,4200000000,36521739.0,12.0,29,1,1,1,0,0,0
0,80.0,5,36.33234062414125,59.48554209952649,13.0,3.0,2.0,2300000000,28750000.0,9.0,150,0,1,1,0,0,0
1,110.0,6,36.29994,59.57479,4.0,0.0,3.0,6500000000,59090909.0,1.0,256,0,1,1,0,1,1
0,115.0,5,36.33234062414125,59.48554209952649,6.0,3.0,2.0,5000000000,43478260.0,9.0,150,1,1,1,0,0,1
0,83.0,1,36.36936,59.48358,8.0,2.0,2.0,2850000000,34337349.0,12.0,29,1,1,1,0,0,0
0,225.0,17,36.31978,59.49477,0.0,1.0,3.0,9800000000,43555555.0,9.0,232,1,1,1,0,0,0
0,200.0,10,36.293922,59.54203,13.0,1.0,3.0,8500000000,42500000.0,9.0,108,1,1,1,0,0,1
0,100.0,12,36.26528,59.60926,2.0,1.0,2.0,2650000000,26500000.0,7.0,259,1,1,0,0,0,0
0,85.0,1,36.3737765,59.47582,4.0,2.0,2.0,3000000000,35294117.0,12.0,29,1,1,1,0,0,0
